,forecast_date,target,target_end_date,location,type,quantile,value
0,2020-03-15,1 day ahead cum death,2020-03-16,US,point,,73
1,2020-03-15,1 day ahead inc death,2020-03-16,US,point,,13
2,2020-03-15,1 wk ahead cum death,2020-03-21,US,point,,203
3,2020-03-15,1 wk ahead inc death,2020-03-21,US,point,,39
4,2020-03-15,2 day ahead cum death,2020-03-17,US,point,,88
5,2020-03-15,2 day ahead inc death,2020-03-17,US,point,,16
6,2020-03-15,3 day ahead cum death,2020-03-18,US,point,,108
7,2020-03-15,3 day ahead inc death,2020-03-18,US,point,,20
8,2020-03-15,4 day ahead cum death,2020-03-19,US,point,,133
9,2020-03-15,4 day ahead inc death,2020-03-19,US,point,,25
10,2020-03-15,5 day ahead cum death,2020-03-20,US,point,,164
11,2020-03-15,5 day ahead inc death,2020-03-20,US,point,,31
12,2020-03-15,6 day ahead cum death,2020-03-21,US,point,,203
13,2020-03-15,6 day ahead inc death,2020-03-21,US,point,,39
14,2020-03-15,7 day ahead cum death,2020-03-22,US,point,,252
15,2020-03-15,7 day ahead inc death,2020-03-22,US,point,,49
0,2020-03-22,1 day ahead cum death,2020-03-23,US,point,,546
1,2020-03-22,1 day ahead inc death,2020-03-23,US,point,,119
2,2020-03-22,1 wk ahead cum death,2020-03-28,US,point,,2380
3,2020-03-22,1 wk ahead inc death,2020-03-28,US,point,,645
4,2020-03-22,2 day ahead cum death,2020-03-24,US,point,,714
5,2020-03-22,2 day ahead inc death,2020-03-24,US,point,,169
6,2020-03-22,3 day ahead cum death,2020-03-25,US,point,,949
7,2020-03-22,3 day ahead inc death,2020-03-25,US,point,,235
8,2020-03-22,4 day ahead cum death,2020-03-26,US,point,,1277
9,2020-03-22,4 day ahead inc death,2020-03-26,US,point,,329
10,2020-03-22,5 day ahead cum death,2020-03-27,US,point,,1737
11,2020-03-22,5 day ahead inc death,2020-03-27,US,point,,460
12,2020-03-22,6 day ahead cum death,2020-03-28,US,point,,2380
13,2020-03-22,6 day ahead inc death,2020-03-28,US,point,,645
14,2020-03-22,7 day ahead cum death,2020-03-29,US,point,,3283
15,2020-03-22,7 day ahead inc death,2020-03-29,US,point,,905
0,2020-03-29,1 day ahead cum death,2020-03-30,US,point,,3227
1,2020-03-29,1 day ahead inc death,2020-03-30,US,point,,662
2,2020-03-29,1 wk ahead cum death,2020-04-04,US,point,,10701
3,2020-03-29,1 wk ahead inc death,2020-04-04,US,point,,2135
4,2020-03-29,2 day ahead cum death,2020-03-31,US,point,,4069
5,2020-03-29,2 day ahead inc death,2020-03-31,US,point,,848
6,2020-03-29,3 day ahead cum death,2020-04-01,US,point,,5155
7,2020-03-29,3 day ahead inc death,2020-04-01,US,point,,1090
8,2020-03-29,4 day ahead cum death,2020-04-02,US,point,,6556
9,2020-03-29,4 day ahead inc death,2020-04-02,US,point,,1403
10,2020-03-29,5 day ahead cum death,2020-04-03,US,point,,8365
11,2020-03-29,5 day ahead inc death,2020-04-03,US,point,,1751
12,2020-03-29,6 day ahead cum death,2020-04-04,US,point,,10701
13,2020-03-29,6 day ahead inc death,2020-04-04,US,point,,2135
14,2020-03-29,7 day ahead cum death,2020-04-05,US,point,,13371
15,2020-03-29,7 day ahead inc death,2020-04-05,US,point,,2636
0,2020-04-05,1 day ahead cum death,2020-04-06,US,point,,11160
1,2020-04-05,1 day ahead inc death,2020-04-06,US,point,,1671
2,2020-04-05,1 wk ahead cum death,2020-04-11,US,point,,24768
3,2020-04-05,1 wk ahead inc death,2020-04-11,US,point,,3635
4,2020-04-05,2 day ahead cum death,2020-04-07,US,point,,13098
5,2020-04-05,2 day ahead inc death,2020-04-07,US,point,,1944
6,2020-04-05,3 day ahead cum death,2020-04-08,US,point,,15370
7,2020-04-05,3 day ahead inc death,2020-04-08,US,point,,2273
8,2020-04-05,4 day ahead cum death,2020-04-09,US,point,,18027
9,2020-04-05,4 day ahead inc death,2020-04-09,US,point,,2657
10,2020-04-05,5 day ahead cum death,2020-04-10,US,point,,21132
11,2020-04-05,5 day ahead inc death,2020-04-10,US,point,,3107
12,2020-04-05,6 day ahead cum death,2020-04-11,US,point,,24768
13,2020-04-05,6 day ahead inc death,2020-04-11,US,point,,3635
14,2020-04-05,7 day ahead cum death,2020-04-12,US,point,,29020
15,2020-04-05,7 day ahead inc death,2020-04-12,US,point,,4251
0,2020-04-12,1 day ahead cum death,2020-04-13,US,point,,24408
1,2020-04-12,1 day ahead inc death,2020-04-13,US,point,,2379
2,2020-04-12,1 wk ahead cum death,2020-04-18,US,point,,39038
3,2020-04-12,1 wk ahead inc death,2020-04-18,US,point,,3383
4,2020-04-12,2 day ahead cum death,2020-04-14,US,point,,26904
5,2020-04-12,2 day ahead inc death,2020-04-14,US,point,,2523
6,2020-04-12,3 day ahead cum death,2020-04-15,US,point,,29595
7,2020-04-12,3 day ahead inc death,2020-04-15,US,point,,2711
8,2020-04-12,4 day ahead cum death,2020-04-16,US,point,,32512
9,2020-04-12,4 day ahead inc death,2020-04-16,US,point,,2918
10,2020-04-12,5 day ahead cum death,2020-04-17,US,point,,35654
11,2020-04-12,5 day ahead inc death,2020-04-17,US,point,,3141
12,2020-04-12,6 day ahead cum death,2020-04-18,US,point,,39038
13,2020-04-12,6 day ahead inc death,2020-04-18,US,point,,3383
14,2020-04-12,7 day ahead cum death,2020-04-19,US,point,,42686
15,2020-04-12,7 day ahead inc death,2020-04-19,US,point,,3642
0,2020-04-19,1 day ahead cum death,2020-04-20,US,point,,44275
1,2020-04-19,1 day ahead inc death,2020-04-20,US,point,,3614
2,2020-04-19,1 wk ahead cum death,2020-04-25,US,point,,66826
3,2020-04-19,1 wk ahead inc death,2020-04-25,US,point,,5166
4,2020-04-19,2 day ahead cum death,2020-04-21,US,point,,48162
5,2020-04-19,2 day ahead inc death,2020-04-21,US,point,,3882
6,2020-04-19,3 day ahead cum death,2020-04-22,US,point,,52338
7,2020-04-19,3 day ahead inc death,2020-04-22,US,point,,4160
8,2020-04-19,4 day ahead cum death,2020-04-23,US,point,,56826
9,2020-04-19,4 day ahead inc death,2020-04-23,US,point,,4468
10,2020-04-19,5 day ahead cum death,2020-04-24,US,point,,61646
11,2020-04-19,5 day ahead inc death,2020-04-24,US,point,,4801
12,2020-04-19,6 day ahead cum death,2020-04-25,US,point,,66826
13,2020-04-19,6 day ahead inc death,2020-04-25,US,point,,5166
14,2020-04-19,7 day ahead cum death,2020-04-26,US,point,,72396
15,2020-04-19,7 day ahead inc death,2020-04-26,US,point,,5555
0,2020-04-26,1 day ahead cum death,2020-04-27,US,point,,56936
1,2020-04-26,1 day ahead inc death,2020-04-27,US,point,,2055
2,2020-04-26,1 wk ahead cum death,2020-05-02,US,point,,66865
3,2020-04-26,1 wk ahead inc death,2020-05-02,US,point,,1916
4,2020-04-26,2 day ahead cum death,2020-04-28,US,point,,58975
5,2020-04-26,2 day ahead inc death,2020-04-28,US,point,,2040
6,2020-04-26,3 day ahead cum death,2020-04-29,US,point,,61001
7,2020-04-26,3 day ahead inc death,2020-04-29,US,point,,2026
8,2020-04-26,4 day ahead cum death,2020-04-30,US,point,,63001
9,2020-04-26,4 day ahead inc death,2020-04-30,US,point,,2001
10,2020-04-26,5 day ahead cum death,2020-05-01,US,point,,64957
11,2020-04-26,5 day ahead inc death,2020-05-01,US,point,,1958
12,2020-04-26,6 day ahead cum death,2020-05-02,US,point,,66865
13,2020-04-26,6 day ahead inc death,2020-05-02,US,point,,1916
14,2020-04-26,7 day ahead cum death,2020-05-03,US,point,,68767
15,2020-04-26,7 day ahead inc death,2020-05-03,US,point,,1910
0,2020-05-03,1 day ahead cum death,2020-05-04,US,point,,69616
1,2020-05-03,1 day ahead inc death,2020-05-04,US,point,,1934
2,2020-05-03,1 wk ahead cum death,2020-05-09,US,point,,79268
3,2020-05-03,1 wk ahead inc death,2020-05-09,US,point,,1926
4,2020-05-03,2 day ahead cum death,2020-05-05,US,point,,71552
5,2020-05-03,2 day ahead inc death,2020-05-05,US,point,,1950
6,2020-05-03,3 day ahead cum death,2020-05-06,US,point,,73486
7,2020-05-03,3 day ahead inc death,2020-05-06,US,point,,1946
8,2020-05-03,4 day ahead cum death,2020-05-07,US,point,,75408
9,2020-05-03,4 day ahead inc death,2020-05-07,US,point,,1930
10,2020-05-03,5 day ahead cum death,2020-05-08,US,point,,77335
11,2020-05-03,5 day ahead inc death,2020-05-08,US,point,,1924
12,2020-05-03,6 day ahead cum death,2020-05-09,US,point,,79268
13,2020-05-03,6 day ahead inc death,2020-05-09,US,point,,1926
14,2020-05-03,7 day ahead cum death,2020-05-10,US,point,,81201
15,2020-05-03,7 day ahead inc death,2020-05-10,US,point,,1933
0,2020-05-10,1 day ahead cum death,2020-05-11,US,point,,81462
1,2020-05-10,1 day ahead inc death,2020-05-11,US,point,,1936
2,2020-05-10,1 wk ahead cum death,2020-05-16,US,point,,91176
3,2020-05-10,1 wk ahead inc death,2020-05-16,US,point,,14351
4,2020-05-10,2 day ahead cum death,2020-05-12,US,point,,83409
5,2020-05-10,2 day ahead inc death,2020-05-12,US,point,,1932
6,2020-05-10,3 day ahead cum death,2020-05-13,US,point,,85340
7,2020-05-10,3 day ahead inc death,2020-05-13,US,point,,1929
8,2020-05-10,4 day ahead cum death,2020-05-14,US,point,,87273
9,2020-05-10,4 day ahead inc death,2020-05-14,US,point,,1934
10,2020-05-10,5 day ahead cum death,2020-05-15,US,point,,89218
11,2020-05-10,5 day ahead inc death,2020-05-15,US,point,,1946
12,2020-05-10,6 day ahead cum death,2020-05-16,US,point,,91176
13,2020-05-10,6 day ahead inc death,2020-05-16,US,point,,1959
14,2020-05-10,7 day ahead cum death,2020-05-17,US,point,,93146
15,2020-05-10,7 day ahead inc death,2020-05-17,US,point,,1973
0,2020-05-17,1 day ahead cum death,2020-05-18,US,point,,91026
1,2020-05-17,1 day ahead inc death,2020-05-18,US,point,,1464
2,2020-05-17,1 wk ahead cum death,2020-05-23,US,point,,98043
3,2020-05-17,1 wk ahead inc death,2020-05-23,US,point,,10630
4,2020-05-17,2 day ahead cum death,2020-05-19,US,point,,92468
5,2020-05-17,2 day ahead inc death,2020-05-19,US,point,,1443
6,2020-05-17,3 day ahead cum death,2020-05-20,US,point,,93892
7,2020-05-17,3 day ahead inc death,2020-05-20,US,point,,1421
8,2020-05-17,4 day ahead cum death,2020-05-21,US,point,,95293
9,2020-05-17,4 day ahead inc death,2020-05-21,US,point,,1402
10,2020-05-17,5 day ahead cum death,2020-05-22,US,point,,96678
11,2020-05-17,5 day ahead inc death,2020-05-22,US,point,,1382
12,2020-05-17,6 day ahead cum death,2020-05-23,US,point,,98043
13,2020-05-17,6 day ahead inc death,2020-05-23,US,point,,1362
14,2020-05-17,7 day ahead cum death,2020-05-24,US,point,,99384
15,2020-05-17,7 day ahead inc death,2020-05-24,US,point,,1342
0,2020-05-24,1 day ahead cum death,2020-05-25,US,point,,98937
1,2020-05-24,1 day ahead inc death,2020-05-25,US,point,,1217
2,2020-05-24,1 wk ahead cum death,2020-05-30,US,point,,104671
3,2020-05-24,1 wk ahead inc death,2020-05-30,US,point,,8730
4,2020-05-24,2 day ahead cum death,2020-05-26,US,point,,100129
5,2020-05-24,2 day ahead inc death,2020-05-26,US,point,,1198
6,2020-05-24,3 day ahead cum death,2020-05-27,US,point,,101293
7,2020-05-24,3 day ahead inc death,2020-05-27,US,point,,1173
8,2020-05-24,4 day ahead cum death,2020-05-28,US,point,,102429
9,2020-05-24,4 day ahead inc death,2020-05-28,US,point,,1150
10,2020-05-24,5 day ahead cum death,2020-05-29,US,point,,103550
11,2020-05-24,5 day ahead inc death,2020-05-29,US,point,,1135
12,2020-05-24,6 day ahead cum death,2020-05-30,US,point,,104671
13,2020-05-24,6 day ahead inc death,2020-05-30,US,point,,1137
14,2020-05-24,7 day ahead cum death,2020-05-31,US,point,,105817
15,2020-05-24,7 day ahead inc death,2020-05-31,US,point,,1145
0,2020-05-31,1 day ahead cum death,2020-06-01,US,point,,105412
1,2020-05-31,1 day ahead inc death,2020-06-01,US,point,,1031
2,2020-05-31,1 wk ahead cum death,2020-06-06,US,point,,110527
3,2020-05-31,1 wk ahead inc death,2020-06-06,US,point,,7773
4,2020-05-31,2 day ahead cum death,2020-06-02,US,point,,106438
5,2020-05-31,2 day ahead inc death,2020-06-02,US,point,,1027
6,2020-05-31,3 day ahead cum death,2020-06-03,US,point,,107462
7,2020-05-31,3 day ahead inc death,2020-06-03,US,point,,1024
8,2020-05-31,4 day ahead cum death,2020-06-04,US,point,,108484
9,2020-05-31,4 day ahead inc death,2020-06-04,US,point,,1024
10,2020-05-31,5 day ahead cum death,2020-06-05,US,point,,109506
11,2020-05-31,5 day ahead inc death,2020-06-05,US,point,,1022
12,2020-05-31,6 day ahead cum death,2020-06-06,US,point,,110527
13,2020-05-31,6 day ahead inc death,2020-06-06,US,point,,1020
14,2020-05-31,7 day ahead cum death,2020-06-07,US,point,,111549
15,2020-05-31,7 day ahead inc death,2020-06-07,US,point,,1022
0,2020-06-07,1 day ahead cum death,2020-06-08,US,point,,111402
1,2020-06-07,1 day ahead inc death,2020-06-08,US,point,,888
2,2020-06-07,1 wk ahead cum death,2020-06-13,US,point,,115709
3,2020-06-07,1 wk ahead inc death,2020-06-13,US,point,,6774
4,2020-06-07,2 day ahead cum death,2020-06-09,US,point,,112276
5,2020-06-07,2 day ahead inc death,2020-06-09,US,point,,885
6,2020-06-07,3 day ahead cum death,2020-06-10,US,point,,113144
7,2020-06-07,3 day ahead inc death,2020-06-10,US,point,,877
8,2020-06-07,4 day ahead cum death,2020-06-11,US,point,,114003
9,2020-06-07,4 day ahead inc death,2020-06-11,US,point,,864
10,2020-06-07,5 day ahead cum death,2020-06-12,US,point,,114856
11,2020-06-07,5 day ahead inc death,2020-06-12,US,point,,853
12,2020-06-07,6 day ahead cum death,2020-06-13,US,point,,115709
13,2020-06-07,6 day ahead inc death,2020-06-13,US,point,,854
14,2020-06-07,7 day ahead cum death,2020-06-14,US,point,,116576
15,2020-06-07,7 day ahead inc death,2020-06-14,US,point,,865
0,2020-06-14,1 day ahead cum death,2020-06-15,US,point,,116566
1,2020-06-14,1 day ahead inc death,2020-06-15,US,point,,834
2,2020-06-14,1 wk ahead cum death,2020-06-20,US,point,,120630
3,2020-06-14,1 wk ahead inc death,2020-06-20,US,point,,6011
4,2020-06-14,2 day ahead cum death,2020-06-16,US,point,,117394
5,2020-06-14,2 day ahead inc death,2020-06-16,US,point,,835
6,2020-06-14,3 day ahead cum death,2020-06-17,US,point,,118214
7,2020-06-14,3 day ahead inc death,2020-06-17,US,point,,829
8,2020-06-14,4 day ahead cum death,2020-06-18,US,point,,119021
9,2020-06-14,4 day ahead inc death,2020-06-18,US,point,,821
10,2020-06-14,5 day ahead cum death,2020-06-19,US,point,,119825
11,2020-06-14,5 day ahead inc death,2020-06-19,US,point,,817
12,2020-06-14,6 day ahead cum death,2020-06-20,US,point,,120630
13,2020-06-14,6 day ahead inc death,2020-06-20,US,point,,821
14,2020-06-14,7 day ahead cum death,2020-06-21,US,point,,121447
15,2020-06-14,7 day ahead inc death,2020-06-21,US,point,,834
